sadness,[名]悲しみ
qualification,[名]資格
quest,[名]探求
queue,[名]列
quietness,[名]静けさ
rack,[名]棚、ラック
radar,[名]レーダー
radish,[名]ダイコン
ragged,[形]ぼろぼろの
rainfall,[名]降雨
rally,[動]結集する
ram,[名]雄羊
rape,[名]強姦
ratio,[名]比率
realm,[名]領域
reap,[動]実る、収穫する
reasoning,[名]推理、論法
reassure,[動]安心させる
rebellion,[名]反乱
rebuild,[動]再建する
receptionist,[名]受付係
reckless,[形]無謀な
recreation,[名]レクリエーション
reel,[名]リール
reflective,[形]反映する
refreshing,[形]心身をさわやかにする
refreshment,[名]飲食物
regain,[動]回復する
registration,[名]登録
regularity,[名]規則正しさ
rehearsal,[名]リハーサル
reign,[動]君臨する 
rejection,[名]拒絶
relaxing,[形]リラックスさせる
relevant,[形]関連した
reliable,[形]信頼できる
remainder,[名]残り、余り
remembrance,[名]思い出
render,[動]変える、する
reopen,[動]再開する
repeatedly,[副]繰り返して
repetition,[名]繰り返すこと
replay,[名]再演奏
repose,[動]休息する
representation,[名]代表、代理
reproduction,[名]生殖
resemblance,[名]類似、類似点
resent,[動]腹を立てる
resentment,[名]憤慨、恨み
reside,[動]居住する
residential,[形]居住の
respectful,[形]敬意を表する
restless,[形]落ち着かない、不安な
restoration,[名]修復、回復
restructure,[動]再構築する
retail,[名]小売り、小売店
revenue,[名]収益、収入
revise,[動]訂正する
revolt,[名]反乱、反抗
revolve,[動]回転する
rhythmic,[形]リズミカルな
riddle,[名]なぞなぞ
ridge,[名]山の尾根
rigid,[形]硬直した、固い
rip,[動]切り裂く
ritual,[名]儀式、儀式的行事
roam,[動]歩き回る
rubbish,[名]ごみ
rust,[名]錆び
salaried,[形]給料を受け取る
salon,[名]大広間、しゃれた店
salute,[動]敬礼する
Satan,[名]悪魔
savage,[名]未開人
scenario,[名]筋書き、シナリオ
schooling,[名]学校教育
scooter,[名]スクーター
scope,[名]範囲、領域
scorn,[名]嘲笑、軽蔑される人
scramble,[動]先を争う
scrape,[動]こすりとる
script,[名]文字、手書き
seaport,[名]港
searchlight,[名]探照灯
seaweed,[名]海藻
secondhand,[形]中古の
sect,[名]分派、宗派、派閥
seminar,[名]セミナー、ゼミ
senator,[名]上院議員
sender,[名]発送人
sensitivity,[名]感性、感受性
sequence,[名]順序、連続
sewing,[名]裁縫、縫い物
shady,[形]日陰になった
shameful,[形]恥ずべき
shark,[名]サメ
sharpen,[動]鋭くする
sharpness,[名]鋭さ
shatter,[動]粉砕する
sheer,[形]全くの、完全な
Shinto,[名]神道
shit,[名]くそ，大便
shiver,[動]寒さで震える
shrine,[名]聖地、殿堂
shutter,[名]雨戸
sideways,[副]横に
signify,[動]示す、表す
simplicity,[名]質素
simultaneously,[副]同時に
sincerity,[名]誠実
skyscraper,[名]超高層ビル
slam,[動]バタンと閉める
slavery,[名]奴隷制度
sleepless,[形]眠れない
slogan,[名]スローガン
smoky,[形]煙る、煙のような
snowstorm,[名]吹雪
snowy,[形]雪の降る
soak,[動]浸す
soapy,[形]石けんのような
sober,[動]酔いをさます
socialist,[名]社会主義者
sociology,[名]社会学
solar,[形]太陽の
solemnly,[副]厳粛に
solitary,[形]ひとりの
sophisticated,[形]洗練された
spacecraft,[名]宇宙船
spaceship,[名]宇宙船
span,[名]期間、全長
specify,[動]明記する、指定する
spectacular,[名]見世物
speculation,[名]推測、投機、考察
spicy,[形]辛い
spinach,[名]ホウレンソウ
spit,[動]唾をはく
sporty,[形]スポーツマンらしい
springtime,[名]春
stability,[名]安定、安定性
stack,[名]山積みのもの
stagger,[動]ふらつく
staircase,[名]階段
stale,[形]新鮮でない
stalk,[名]茎
standpoint,[名]観点
startling,[形]驚くような
starvation,[名]飢餓
statistics,[名]統計
steamship,[名]汽船
stillness,[名]静けさ、平静
stimulus,[名]刺激
stony,[形]石のような
stool,[名]いす、足台
stoop,[動]かがむ
storage,[名]保管
storyteller,[名]物語作家
storytelling,[形]物語を話す
straighten,[動]まっすぐにする
strait,[名]海峡
stray,[動]迷う
strife,[名]争い、競争
structural,[形]構造の
stump,[名]切り株
stupidity,[名]愚かさ
subtle,[形]繊細な、微妙な
succession,[名]連続
successive,[形]連続的な
successor,[名]後継者
sufficiency,[名]十分なこと
summary,[名]概要、一覧
supervision,[名]監督；管理
supplement,[動]補う
suppress,[動]鎮圧する、抑圧する
surf,[動]波乗り遊びをする
surname,[名]姓
suspense,[名]はらはらすること
swamp,[名]沼地
sway,[動]揺らす
sweetheart,[名]愛人
sweetly,[副]甘く
sweetness,[名]優しさ
swimsuit,[名]水着
syllable,[名]音節
symbolic,[形]象徴的な
sympathize,[動]同情する
symptom,[名]症状
systematic,[形]組織的な
tablet,[名]錠剤
tackle,[動]取り組む
tag,[名]札
tasty,[形]美味しい
taxation,[名]課税
taxpayer,[名]納税者
teamwork,[名]チームワーク
teaspoon,[名]茶さじ一杯
teaspoonful,[名]茶さじ一杯の量
technician,[名]技術者、技巧家
telegraph,[名]電報
tempo,[名]テンポ
tenant,[名]賃借人、住人
tenderness,[名]優しさ
terminal,[形]末端の
terrace,[名]テラス
terrify,[動]ひどく怖がらせる
thankful,[形]感謝している
thankfully,[副]有り難いことに
theatrical,[形]演劇的な
theft,[名]盗み
therapy,[名]療法
thickness,[名]厚さ
thrust,[動]押す
tick,[動]カチッと音を立てる
timid,[形]臆病な
tiring,[形]疲れる
topical,[形]時事問題の
torment,[名]苦痛
tortoise,[名]カメ
torture,[名]拷問、苦悩
tourism,[名]観光業
transaction,[名]業務，取引
transformation,[名]変化
translator,[名]翻訳家
transmission,[名]伝達
transmit,[動]送信する
transparent,[名]透明
trash,[名]ごみ
treasury,[名]財務
tremble,[動]震える
tremendous,[形]とても大きい
triangular,[形]三角形の
trivial,[形]取るに足らない
trophy,[名]トロフィー、優勝旗
troublesome,[形]厄介な、煩わしい
trusting,[形]信じている
trustworthy,[形]信頼できる
truthful,[形]誠実な
tuck,[動]押し込む
tuna,[名]マグロ
ultimately,[副]最終的に
umpire,[名]判定者、審判
unarmed,[形]武器を持たない
unavoidable,[形]避けがたい
unbearable,[形]耐えられない
unconscious,[形]意識を失った
undo,[動]取り消す
undoubted,[形]疑う余地のない
undress,[動]衣類をとる
uneasy,[形]不安な、心配な
unemployed,[形]失業の
unfold,[動]広げる
unhappiness,[名]不幸
universally,[副]普遍的に
unlimited,[形]無限の
unlock,[動]（錠・鍵を）開ける
unmarried,[形]独身の
unmistakable,[形]間違えようのない
unnatural,[形]不自然な
unpaid,[形]未払いの
unreasonable,[形]筋の通らない
unsatisfactory,[形]不満足な
unseen,[形]初見の
unselfish,[形]利己的でない
unsteady,[形]不安定な
unsuccessful,[形]失敗した、不運の
unsuitable,[形]不適当な
untidy,[動]散らかす
unwise,[形]愚かな
unworthy,[形]価値のない
usefulness,[名]有用性
utility,[名]有益
utilize,[動]利用する、活用する
utmost,[形]最高の
vacant,[形]空の
valid,[形]合法的な、有効な
valueless,[形]無価値な
vanity,[名]虚栄心、空虚
varied,[形]さまざまの
velvet,[名]ビロード
vicious,[形]凶悪な
viewer,[名]視聴者
vigorous,[形]精力的な
villa,[名]別荘
violation,[名]違反
virgin,[名]処女
virtual,[形]実質上の
virus,[名]ウイルス
vitality,[名]活力
vocal,[形]口頭の
voltage,[名]電圧
voluntary,[形]自発的な
voter,[名]投票者、有権者
vowel,[名]母音
walnut,[名]クルミ
warrant,[名]令状
wasteful,[形]無駄な
watchdog,[名]番犬
watchful,[形]用心深い
watchman,[名]警備員、
watercolor,[名]水彩画
waterfall,[名]滝
waterproof,[形]防水の
weakly,[形]弱い
whereas,[接]…であるのに
whirl,[動]渦巻く
whiteness,[名]純粋、純白
widen,[動]広くする、広げる
withdrawal,[名]撤退
woolen,[形]羊毛の
workman,[名]工員、肉体労働者
worldly,[形]この世の
worship,[動]崇拝する
worthless,[形]価値のない
worthwhile,[形]価値がある
wrinkle,[名]しわ
wrongly,[副]不法に
abandonment,[名]放棄
abbreviation,[名]略語
abnormal,[形]異常な
abolition,[名]廃止
abusive,[形]口汚い
accompaniment,[名]伴うもの
accordance,[名]一致
adaptation,[名]適合、順応
administer,[動]運営する
admiral,[名]海軍大将、提督
adoption,[名]採用
adore,[動]大好きである
adorn,[動]装飾する
advancement,[名]昇進
advantageous,[形]有利な
advisory,[形]助言を与える
affectionate,[形]愛情のこもった
affirm,[動]断言する
agenda,[名]議事日程
aggression,[名]侵略
aide,[名]補佐官
aimless,[形]目的のない
airway,[名]航空会社
alarming,[形]大変な
alcoholism,[名]アルコール中毒
algebra,[名]代数学
allege,[動]主張する
allied,[形]同盟している
altar,[名]祭壇
alteration,[名]変更
alternate,[形]交互の
altitude,[名]高度、海抜
amazed,[形]驚嘆した
amazement,[名]驚き
amen,[名]アーメン
amend,[動]改正する
amendment,[名]修正
ancestry,[名]祖先
annoyance,[名]不快感
anonymous,[形]匿名の
antarctic,[形]南極の
anthropology,[名]人類学
appendix,[名]付録
appetizer,[名]前菜
appetizing,[形]食欲をそそる
appliance,[名]電化製品
applicable,[形]適用できる
applicant,[名]応募者
apprehension,[名]懸念
apprentice,[名]見習い、初心者
approximate,[形]おおよその
archaeology,[名]考古学
arctic,[形]北極の
armored,[形]装甲した
arouse,[動]目を覚まさせる
arrogant,[形]傲慢な
ashore,[副]浜に、岸に
assertion,[名]主張
atmospheric,[形]大気の
attachment,[名]付着物
attorney,[名]弁護士
auction,[名]競売
audition,[名]オーディション
auditorium,[名]講堂
autobiography,[名]自叙伝
avail,[動]利用する
avoidance,[名]回避
axis,[名]軸
bachelor,[名]独身男性
backing,[名]支持
bait,[名]えさ
ballot,[名]投票用紙、投票
bandage,[名]包帯、目隠しの布
bankruptcy,[名]倒産、破綻
barbarian,[名]野蛮人、未開人
barefoot,[形]裸足の
barley,[名]大麦
barrack,[名]兵舎
barricade,[動]バリケードを築く
bedding,[名]寝具
behold,[動]眺める
bellybutton,[名]へそ
bestow,[動]授ける
beverage,[名]飲み物
beware,[動]用心する
bias,[名]偏見
bid,[名]入札、付値
bimonthly,[名]隔月刊行物
binding,[名]縛ること、束縛
birthplace,[名]出生地
blink,[名]まばたき
bliss,[名]至福、天国
blunt,[形]鈍い
boastful,[形]自慢して 
bosom,[名]胸
botanical,[形]植物の
bough,[名]大枝
bouquet,[名]花束
bowel,[名]腸
bracket,[名]支え、同類
breathless,[形]息を切らした
bridegroom,[名]花婿
brisk,[形]活発な、元気のよい
broaden,[動]広げる、広がる
broadly,[副]大雑把に
brochure,[名]パンフレット
bruise,[名]あざ、打ち身
brunch,[名]昼食兼用朝食
brute,[名]獣
buffet,[名]ビュッフェ
bulletin,[名]公報
bureaucracy,[名]官僚
burnt,[形]燃えた
bypass,[名]バイパス
calamity,[名]災難、不幸
calcium,[名]カルシウム
campaigner,[名]運動家
canary,[名]カナリア
cane,[名]杖、むち
capsule,[名]カプセル
caption,[名]見出し、表題
captive,[名]捕虜
caravan,[名]隊商、幌馬車
cardboard,[名]ボール紙
cartridge,[名]カートリッジ
carving,[名]彫刻
catastrophe,[名]大災害、大惨事
cater,[動]料理を提供する
cellar,[名]地下室
census,[名]国勢調査
centered,[形]中心にある
ceremonial,[形]儀式上の
certify,[動]証明する、認定する
challenged,[形]障害のある
chancellor,[名]首相
chaotic,[形]混沌とした
chap,[動]あかぎれになる
chariot,[名]戦車
chatter,[名]おしゃべり
cherish,[動]大切にする
chestnut,[名]栗
chick,[名]ひよこ
chime,[動]時刻を知らせる
choir,[名]聖歌隊、合唱団
chore,[名]雑用
chuckle,[動]くすくす笑う
churchyard,[名]教会墓地
circulate,[動]循環する、巡回する
citizenship,[名]市民権
civic,[形]市民の
clarify,[動]明らかにする
clatter,[動]カタカタ鳴る
clergy,[名]聖職者
clergyman,[名]聖職者
cling,[動]しがみつく
clinical,[形]臨床の
cloakroom,[名]携帯品預かり所
clockwork,[名]時計仕掛け
clown,[名]道化者
clumsy,[形]不器用な
clutch,[動]つかむ
coastal,[形]沿岸の
coffin,[名]棺桶
coil,[名]巻いたもの、とぐろ
coincide,[動]同時に起こる
collision,[名]衝突
colonel,[名]大佐、連隊長
columnist,[名]コラムニスト
comforting,[形]気分がやすらぐ
commend,[動]ほめる、賞賛する
commissioner,[名]監督官
commonplace,[名]ありふれた事
commonwealth,[名]連邦、州
communicative,[形]話し好きな、通信の
communism,[名]共産主義
commuter,[名]通勤者
compartment,[名]区画、仕切った部分
compensate,[動]補償をする
competence,[名]能力、力量
complement,[名]補足して完全にするもの
comprehensive,[形]幅広い、包括的な
comprise,[動]含む、構成する
comrade,[名]仲間
concede,[動]認める
conceptual,[形]概念上の
concession,[名]譲歩
concise,[形]簡潔な
cone,[名]円錐
confer,[動]相談する
confide,[動]信頼する
confidential,[形]秘密の、機密の
confirmation,[名]確認
conform,[動]従う、一致する
confrontation,[名]対決
consequent,[形]結果として生じる
console,[動]慰める
consonant,[名]子音、子音字
conspiracy,[名]陰謀
constitutional,[形]憲法の
contemplate,[動]熟考する
contend,[動]競う
continuation,[名]続き、延長
continuity,[名]連続、継続
contraction,[名]短縮
contractor,[名]請負業者
contradict,[動]相反する、反論する
contradiction,[名]矛盾
contrive,[動]考案する
controller,[名]監査役、経理部長
conversion,[名]転換
cordial,[形]誠心誠意の
corps,[名]軍団
corpse,[名]死体
correspondence,[名]通信
courteous,[形]礼儀正しい
crab,[名]カニ
cracked,[形]割れ目のある
creditor,[名]債権者、貸主
creek,[名]小川
cripple,[名]手足の不自由な人
criterion,[名]基準
crude,[名]原油、原料
crumb,[名]パンくず
crust,[名]ぱんの耳
crutch,[名]松葉づえ
cultivated,[形]教養のある、耕作された
cultivation,[名]耕作
curly,[形]巻き毛の
cylinder,[名]円柱
dazzle,[名]まぶしさ
deafen,[動]耳を聞こえなくする
dean,[名]学部長
debut,[名]デビュー
deceitful,[形]人をだます
decidedly,[副]はっきりと
decisive,[形]断固たる
deem,[動]と考える
deficiency,[名]欠乏
delegate,[名]代表、代理人
delegation,[名]代表団
den,[名]ほら穴、巣穴
density,[名]密集、密度
dependency,[名]依存
descendent,[形]先祖伝来の
desolate,[動]荒廃させる
destined,[形]運命づけられた
destroyer,[名]駆逐艦
detach,[動]引き離す
detergent,[名]洗剤
developmental,[形]発達の
devour,[動]むさぼり食べる
diagnosis,[名]診断
dialect,[名]方言
diameter,[名]直径
dictate,[動]口述書き取りする
dictation,[名]口授、書き取り
differentiate,[動]区別する
diligence,[名]勤勉
dining,[名]食事
diploma,[名]免状、卒業証書
diplomacy,[名]外交
directive,[名]指令
disagreeable,[形]不愉快な
disappearance,[名]消失、失踪
disarmament,[名]武装解除
disastrous,[形]悲惨な、ひどい
disbelief,[名]不信
discard,[動]捨てる
disciple,[名]弟子、使徒
discomfort,[名]不快
discouragement,[名]落胆
disgusted,[形]いや気がさした
dishonor,[名]不名誉
dismal,[形]憂うつな
dismay,[名]狼狽、落胆
dismissal,[名]解雇
dispatch,[名]急送、急派
displace,[動]取ってかわる
disposal,[名]処分、処理
disposition,[名]性質、傾向
dissatisfaction,[名]不満
dissatisfied,[形]不満そうな
distort,[動]歪める
distorted,[形]ゆがんだ
distract,[動]気を散らす
distributor,[名]配給者
divert,[動]そらす
dividend,[名]配当
doctrine,[名]主義、学説
dogmatic,[形]教義上の
domain,[名]分野
dome,[名]ドーム
donate,[動]寄贈・寄付する
doom,[名]運命、破滅、死
dormitory,[名]寮、寄宿舎
dose,[名]服用量
drastic,[形]思い切った、強烈な
dreamy,[形]夢見心地にする
drowsy,[形]眠い
duration,[名]継続時間、継続期間
dusk,[名]夕暮れ
duster,[名]はたき、雑巾
dutiful,[形]義務に忠実な
eastward,[名]東方
easygoing,[形]穏やかな、のんきな
eccentric,[形]風変わりな
ecology,[名]生態学、生態系
edible,[形]食用の
editorial,[名]社説、論説
elastic,[形]伸縮性のある
elevate,[動]上げる、持ち上げる
eloquent,[形]雄弁な
embark,[動]船に積み込む
embrace,[動]抱擁する
emergence,[名]出現
eminent,[形]著名な
emission,[名]排気、排出（物）
enchant,[動]心を奪う
enclosure,[名]囲い
encore,[名]アンコール
enforce,[動]施行する、強制する
enforcement,[名]執行
engaging,[形]興味をそそる
enhance,[動]増す、高める
enrich,[動]豊かにする
enthusiast,[名]愛好家
envelop,[動]包む
epoch,[名]時代
equator,[名]赤道
erotic,[形]性欲を刺激する
err,[動]誤る
escort,[名]護衛
evenly,[副]平等に
eventual,[形]結果として起こる
excel,[動]優れる、秀でている
exclamation,[名]叫び、感嘆のことば
exclusion,[名]除外
execution,[名]執行、実行
exert,[動]用いる、発揮する
exhausting,[形]骨の折れる
exile,[名]亡命者
existent,[形]存在する
expend,[動]費やす
expenditure,[名]支出、経費
expertise,[名]専門知識
expressive,[形]表現豊かな
exquisite,[形]非常に美しい
eyelash,[名]まつ毛
eyelid,[名]まぶた
eyesight,[名]視力
fabric,[名]布，織物
factual,[形]事実の
Fahrenheit,[名]華氏
falsehood,[名]虚偽
fascination,[名]魅力
fasting,[名]断食
faultless,[形]欠点のない
feedback,[名]反応
feeder,[名]飼育者
feminine,[形]女の
feverish,[形]熱のある
fiery,[形]激しい
fig,[名]イチジク
fingerprint,[名]指紋
fiscal,[形]会計の
flake,[名]一片、薄片
flap,[動]はためく
flattery,[名]お世辞
flip,[動]ぽいと投げる
flush,[動]顔を赤くする
foe,[名]敵
foggy,[形]霧の立ちこめた
folklore,[名]民間伝承
footpath,[名]歩道
forbidding,[形]不気味な、こわい
forceful,[形]力強い
forefather,[名]祖先
foresee,[動]先を見通す
formidable,[形]恐るべき
formulate,[動]公式化する
forsake,[動]見捨てる
forthcoming,[形]やがて来る
forum,[名]公開討論会
fraud,[名]詐欺
freight,[名]積荷、貨物
friction,[名]摩擦
fright,[名]恐怖
frightful,[形]恐ろしい
fringe,[名]へり、周辺
functional,[形]機能的な
furious,[形]激怒した
furnace,[名]炉
furnished,[形]家具付きの
fury,[名]激しい怒り
gardening,[名]園芸
gargle,[動]うがいする
genre,[名]ジャンル
geographical,[形]地理的な
geology,[名]地質学、地質
gigantic,[形]巨大な、膨大な
giggle,[動]くすくす笑う 
given,[名]当然のこと
glacier,[名]氷河
glare,[名]ぎらぎらする光
goldfish,[名]金魚
gospel,[名]福音
gracious,[形]丁重な
gratify,[動]喜ばせる
grease,[名]潤滑剤
greed,[名]強欲
groom,[名]花婿
growl,[動]うなる
grumble,[動]不平を言う
guardian,[名]保護者、管理者
gull,[名]カモメ
gunshot,[名]射撃、砲撃
hairy,[形]毛深い
halve,[動]半分にする
handicraft,[名]手芸、手芸品
handout,[名]プリント、ちらし
handshake,[名]握手
handwriting,[名]手書き、筆跡
hare,[名]野ウサギ
harmonious,[形]調和のとれた
hatch,[動]ふ化する
haul,[動]引っ張る、運ぶ
hazard,[名]危険
hearth,[名]炉辺、家庭
heartily,[副]心から
hearty,[形]心からの
heed,[動]心に留める
heighten,[動]高くする
hereafter,[名]今後，将来
hijack,[動]乗っ取る
hind,[形]後ろの，後部の
hinder,[動]妨げる
hindrance,[名]妨害
hiss,[動]シューという音を立てる
hive,[名]ミツバチの巣
homecoming,[名]同窓会
hoof,[名]ひづめ
hopefully,[副]うまくいけば
horoscope,[名]星占い
horseshoe,[名]蹄鉄
hostel,[名]ユースホステル
hound,[名]猟犬
hourly,[形]時間ごとの
householder,[名]世帯主
humid,[形]湿気の多い
humility,[名]謙虚
hurdle,[名]困難
hurl,[動]投げ付ける
hush,[動]静かにさせる
husky,[形]がんじょうな
hydrogen,[名]水素
hypothesis,[名]仮説
idealistic,[形]理想主義的な
identical,[形]全く同じの
identifiable,[形]身元を確認しうる
idol,[名]偶像
illuminate,[動]照らす
illumination,[名]照明、照度
implore,[動]懇願する
imposing,[形]威圧するような
imprisonment,[名]投獄
improper,[形]不適当な
inability,[名]無力
inactive,[形]不活発な
incentive,[名]報奨
incessant,[形]絶え間のない
incidence,[名]発生
incidentally,[副]偶然に
inclusion,[名]含有
inclusive,[形]包括的な
inconvenience,[名]不便
inconvenient,[形]不便な
incorporate,[動]合併する
indicator,[名]指標
indignant,[形]憤慨した
indignation,[名]憤り、憤慨
indignity,[名]屈辱、冷遇
indispensable,[形]絶対必要な
induce,[動]引き起こす
indulge,[動]甘やかす
inexperienced,[形]経験不足の
ingenious,[形]発明の才のある
inherent,[形]生来の、特有の
injection,[名]注射
injustice,[名]不正
inland,[名]内陸
innocence,[名]無罪
innumerable,[形]たくさんの
insane,[形]正気でない
insignificant,[形]わずかばかりの
installation,[名]設置
instinctive,[形]本能的な
insulting,[形]侮辱的な
intact,[形]無傷の
intake,[名]摂取（量）
intelligible,[形]理解できる
intensify,[動]強める、増強する
intensive,[形]集中的な
intentional,[形]故意の
interaction,[名]相互作用
interference,[名]妨害
intersection,[名]交差点
intrude,[動]侵入する、立ち入る
invalid,[形]無効な、妥当でない
invariably,[形]いつも
ironical,[形]皮肉な
itch,[名]かゆみ
jeweler,[名]宝石商
jockey,[名]騎手
jug,[名]水差し
junction,[名]接合点
kernel,[名]粒、中心部
kin,[名]血縁，親族
knob,[名]取っ手、つまみ
knowledgeable,[形]物知りの
knuckle,[名]指の関節
lament,[形]嘆き悲しむ
landlord,[名]地主
lapse,[名]経過
lash,[名]むち打ち
latitude,[名]緯度
lavatory,[名]洗面所
lawful,[形]合法の
leaflet,[名]ちらし広告
lease,[名]賃貸、賃貸契約
lecturer,[名]講演者
leftover,[名]残り物
legislative,[形]立法上の
legitimate,[形]合法の
lengthen,[動]長くする、延ばす
leopard,[名]（動物の）ヒョウ
lessen,[動]減らす
liability,[名]負債、債務
liable,[形]責任がある
lieutenant,[名]大尉、中尉
lifeboat,[名]救助艇
lighten,[動]明るくする
lighthouse,[名]灯台
limp,[名]足の不自由
linear,[形]直線の、線状の
linger,[動]いつまでも残る
linguistic,[形]言葉の、言語の
livelihood,[名]暮らし、生計（の手段）
lizard,[名]トカゲ
locomotive,[名]機関車
lofty,[形]高慢な
lonesome,[形]寂しい，心細い
longtime,[形]長い間の
loop,[動]輪でくくる
lorry,[名]トラック
lotion,[名]化粧水
lottery,[名]宝くじ
luncheon,[名]昼食会
luxurious,[形]ぜいたくな，豪華な
madly,[副]猛烈に
magnify,[動]拡大する
magnitude,[名]大きいこと
mainstream,[名]主流、本流
malice,[名]悪意
manifest,[形]明白な
mansion,[名]大邸宅
mantle,[名](地球の）マントル
maple,[名]カエデ
marsh,[名]沼地
marshal,[名]元帥、将官
masculine,[形]男らしい，力強い
maturity,[名]成熟
mediator,[名]調停者
meditate,[動]瞑想する
meditation,[名]瞑想
melancholy,[形]憂うつな，陰気な
memorandum,[名]メモ
menace,[名]威嚇、脅威
mentality,[名]考え方、精神状態
merchandise,[名]商品
merciful,[形]慈悲深い
mercury,[名]水銀
messy,[形]取り散らかした
metropolis,[名]主要都市
